label,smarts,count
OCN=C([N]([R])[R])[N]([R])[R],[#6H2](-[#8])-[#7]=[#6](-[#7](-[#0:2])-[#0:3])-[#7](-[#0:1])-[#0:4],1
O=[C]([R])C=NC(C(=O)[O][R])[N]([R])[R],[#6H](-[#6](=[#8])-[#8]-[#0:1])(-[#7]=[#6H]-[#6](=[#8])-[#0:2])-[#7](-[#0:3])-[#0:4],1
O=P(O)(O)[S][R],[#0:1]-[#16]-[#15](=[#8])(-[#8])-[#8],1
O=[S](=O)([R])[N]([R])C=C[O][R],[#0:2]-[#8]-[#6H]=[#6]-[#7](-[#16](=[#8])(=[#8])-[#0:3])-[#0:1],1
[R][O][B]([R])[R],[#0:1]-[#8]-[#5](-[#0:2])-[#0:3],1
O=[C]1[R][S]C(=[N][R])N1[N]([R])[R],[#7](-[#7]1-[#6](=[#8])-[#0:1]-[#16]/[#6]-1=[#7]\[#0:2])(-[#0:3])-[#0:4],1
O=[C]1[R][N]([R])C(=O)N1[N]([R])[R],[#7](-[#7]1-[#6](=[#8])-[#7](-[#0:1]-[#6]-1=[#8])-[#0:4])(-[#0:2])-[#0:3],1
C=CC=C(C(=O)[N]([R])[N]([R])[R])[N]([R])[C](=O)[R],[#7](-[#7](-[#6](=[#8])/[#6](=[#6]/[#6]=[#6H])-[#7](-[#6](=[#8])-[#0:1])-[#0:5])-[#0:4])(-[#0:2])-[#0:3],1
S=C[N]([R])[N]([R])[R],[#7](-[#7](-[#6H]=[#16])-[#0:3])(-[#0:1])-[#0:2],1
C#CS(=O)(=O)[N]([R])[R],[#7](-[#16](=[#8])(=[#8])-[#6]#[#6H])(-[#0:1])-[#0:2],1
O=NC(=C1C([N]([R])[R])=NO[N]1[R])[N]([R])[R],[#0:1]-[#7](-[#6]1=[#7]-[#8]-[#7](/[#6]-1=[#6](/[#7]=[#8])-[#7](-[#0:2])-[#0:5])-[#0:4])-[#0:3],1
[Cl][Ru]([Cl])([Nar+])([Nar+])([Nar+])[Nar+],[#17]-[Ru](-[#17])(-[#7+])(-[#7+])(-[#7+])-[#7+],1
O=[C]([R])C(C=CS(=O)(=O)O)=N[N]([R])[R],[#8]=[#6](/[#6](=[#7]/[#7](-[#0:1])-[#0:3])-[#6]=[#6H]-[#16](=[#8])(=[#8])-[#8])-[#0:2],1
[R][Hg],[#0:1]-[Hg],1
N#CC(=NO)C(=O)[O][R],[#0:1]-[#8]-[#6](=[#8])/[#6](-[#6]#[#7])=[#7]/[#8],1
O=[C]([R])[N]([R])C[N]([R])[Nar],[#7]-[#7](-[#0:2])-[#6H2]-[#7](-[#0:3])-[#6](=[#8])-[#0:1],1
O=C([O][R])OC[O][R],[#0:1]-[#8]-[#6](=[#8])-[#8]-[#6]-[#8]-[#0:2],1
O=C(O)C(O)[O][R],[#0:1]-[#8]-[#6H](-[#8])-[#6](=[#8])-[#8],1
O=P([O-])(O)OP(=O)([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[#0:2])-[#8]-[#15](=[#8])(-[#8-])-[#8],1
O=P([O][Na])([O][Na])OP(=O)([O][Na])OP(=O)([O][Na])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[Na],1
O=P([O][Na])([O][Na])OP(=O)([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[#0:2])-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[Na],1
O=C(C=CC=CC=CC=CC=CC=CC=CC(=O)OC[O][R])OC[O][R],[#6H](/[#6]=[#6]/[#6]=[#6H]-[#6](=[#8])-[#8]-[#6H2]-[#8]-[#0:1])=[#6]\[#6]=[#6]\[#6]=[#6H]\[#6]=[#6]\[#6]=[#6H]-[#6](=[#8])-[#8]-[#6H2]-[#8]-[#0:2],1
O=C([O][R])C(=C[O][Na])OP(=O)([O][Na])[O][Na],[#8]=[#6](-[#8]-[#0:1])-[#6](=[#6H]-[#8]-[Na])-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[Na],1
O=S(=O)([O][K])ON=CSC[O][R],[#6H](=[#7]-[#8]-[#16](=[#8])(=[#8])-[#8]-[K])-[#16]-[#6H2]-[#8]-[#0:1],1
OCOCOCO[O][R],[#6H2](-[#8])-[#8]-[#6H2]-[#8]-[#6H2]-[#8]-[#8]-[#0:1],1
OCO[N+]([R])([R])[R],[#8]-[#6H2]-[#8]-[#7+](-[#0:1])(-[#0:2])-[#0:3],1
C=CC1(O)C(=O)[N]([R])C([O][R])C(=O)[N]1[R],[#6]=[#6H]-[#6]1(-[#6](-[#7](-[#6H](-[#8]-[#0:1])-[#6](-[#7]-1-[#0:3])=[#8])-[#0:2])=[#8])-[#8],1
O=S(=O)([O][Na])[N]([R])[R],[#0:1]-[#7](-[#16](=[#8])(=[#8])-[#8]-[Na])-[#0:2],1
O=C(O)C=CC=CC=CC=CC=CC=CC=CC(=O)O,[#6H](/[#6]=[#6]/[#6]=[#6H]-[#6](=[#8])-[#8])=[#6]\[#6]=[#6]\[#6]=[#6H]\[#6]=[#6]\[#6]=[#6H]-[#6](=[#8])-[#8],1
[R][O]CSC[O][R],[#0:1]-[#8]-[#6H2]-[#16]-[#6H2]-[#8]-[#0:2],1
O=P(O)([O][R])OP(=O)([O][Na])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#15](=[#8])(-[#8])-[#8]-[#0:2],1
O=P([O][Na])([O][Na])OC[O][R],[#8]=[#15](-[#8]-[Na])(-[#8]-[Na])-[#8]-[#6H2]-[#8]-[#0:1],1
O=P([O-])([O][R])OP(=O)([O][Na])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8-])-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#0:2],1
OCOCOCOCO,[#6H2](-[#8]-[#6H2]-[#8]-[#6H2]-[#8])-[#8]-[#6H2]-[#8],1
O=[Si](O)O,[#8]=[Si](-[#8])-[#8],1
O=[As]O,[#8]=[As]-[#8],1
O=[As]([R])O[As](=O)[R],[#8]=[As](-[#8]-[As](=[#8])-[#0:2])-[#0:1],1
O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C([S][R])[N]([R])[R],[#8]=[#7+](-[#8-])/[#6](-[#6](-[#17])=[#6](-[#17])-[#17])=[#6](/[#16]-[#0:1])-[#7](-[#0:2])-[#0:3],1
O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=[C]([Nar])[N]([R])[R],[#8]=[#7+](-[#8-])/[#6](-[#6](-[#17])=[#6](-[#17])-[#17])=[#6](\[#7](-[#0:1])-[#0:2])-[#7],1
O=[N+]([O-])N=C([N]([R])[R])[N]([R])[R],[#8]=[#7+](-[#8-])/[#7]=[#6](\[#7](-[#0:1])-[#0:4])-[#7](-[#0:2])-[#0:3],1
O=[N+]([O-])N=C1[N]([R])COC[N]1[R],[#0:1]-[#7]1-[#6]-[#8]-[#6]-[#7](-[#0:2])/[#6]-1=[#7]/[#7+](=[#8])-[#8-],1
[R][N][N]([R])[R],[#0:1]-[#7]-[#7](-[#0:2])-[#0:3],1
O=P([O][R])([N]([R])[R])[N]([R])C[S][R],[#8]=[#15](-[#7](-[#0:1])-[#0:2])(-[#7](-[#6H2]-[#16]-[#0:3])-[#0:5])-[#8]-[#0:4],1
[O]=[Nar]([O][R])([O][R])[O][Nar](=[O])([O][R])[O][R],[#0:1]-[#8]-[Sb](=[#8])(-[#8]-[Sb](=[#8])(-[#8]-[#0:2])-[#8]-[#0:3])-[#8]-[#0:4],1
O=C1C2OC2C2OC2C12CO2,[#6H]12-[#8]-[#6H]-1-[#6H]1-[#8]-[#6H]-1-[#6]1(-[#6H2]-[#8]-1)-[#6]-2=[#8],1
O=C([O-])[C](=O)[R],[#0:1]-[#6](=[#8])-[#6](=[#8])-[#8-],1
O=C([O-])O,[#8]=[#6](-[#8-])-[#8],1
O=C(O)P(=O)(O)O,[#8]=[#6](-[#8])-[#15](=[#8])(-[#8])-[#8],1
C=C=CC=CC=CC=CC=CC=CC=CC=C[C](=O)[R],[#6H2]=[#6]=[#6]/[#6H]=[#6]/[#6]=[#6]/[#6H]=[#6]/[#6]=[#6]/[#6]=[#6H]/[#6]=[#6]/[#6]=[#6H]-[#6](=[#8])-[#0:1],1
C=CC(O)=C[C](=O)[R],[#6H]=[#6]/[#6](-[#8])=[#6]/[#6](=[#8])-[#0:1],1
C=CC(=O)C=C(O)C=C,[#6H]=[#6]-[#6](=[#8])/[#6]=[#6](\[#8])-[#6]=[#6H],1
C=CC(=O)C(=O)C=C,[#8]=[#6](-[#6]=[#6H])-[#6](=[#8])-[#6]=[#6H],1
[R][N]1N=N1,[#0:1]-[#7]1-[#7]=[#7]-1,1
C=CC=C1C(=O)[N]([R])[N]([R])C1=O,[#8]=[#6]1-[#7](-[#7](-[#0:1])-[#6](=[#8])/[#6]-1=[#6]/[#6]=[#6H])-[#0:2],1
O=C1C=C(O)C(=O)[N]1[R],[#8]=[#6]1-[#7](-[#6](=[#8])-[#6H]=[#6]-1-[#8])-[#0:1],1
O=[C]([R])[N]([R])C1([O][R])C(=O)[N]([R])C1[S][R],[#0:1]-[#8]-[#6]1(-[#7](-[#6](=[#8])-[#0:2])-[#0:5])-[#6](=[#8])-[#7](-[#0:3])-[#6H]-1-[#16]-[#0:4],1
[R][O]C[N]([R])[Nar],[#0:1]-[#8]-[#6]-[#7](-[#0:2])-[#7],1
C=CC=C(C(=O)OCO[C](=O)[R])N(C[S][R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](-[#6](=[#8])-[#8]-[#6]-[#8]-[#6](=[#8])-[#0:2])=[#6H]-[#6]=[#6H])-[#6H2]-[#16]-[#0:3],1
C=CC([O][R])=C([O][R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#6](-[#8]-[#0:2])=[#6](-[#8]-[#0:3])-[#6]=[#6H2],1
O=C1C=CS(=O)[N]1[R],[#6H]1=[#6]-[#6](=[#8])-[#7](-[#16]-1=[#8])-[#0:1],1
C=CC(=O)[N]([R])[N]([R])C(=O)[N]([R])[R],[#8]=[#6](-[#6]=[#6H2])-[#7](-[#7](-[#6](=[#8])-[#7](-[#0:1])-[#0:4])-[#0:3])-[#0:2],1
C=CC(=O)C=C[N]([R])[R],[#8]=[#6](-[#6]=[#6H])-[#6H]=[#6]-[#7](-[#0:1])-[#0:2],1
OO[N]([R])[R],[#0:1]-[#7](-[#8]-[#8])-[#0:2],1
O=C(C(=C[N]([R])[C](=O)[R])[N]([R])[R])[N]([R])[R],[#0:1]-[#6](=[#8])-[#7](-[#6H]=[#6](-[#6](=[#8])-[#7](-[#0:2])-[#0:5])-[#7](-[#0:3])-[#0:6])-[#0:4],1
O=C(C=CN=C[N]([R])[R])[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]=[#6H]-[#7]=[#6H]-[#7](-[#0:2])-[#0:3],1
O=[C]([R])OCOC(=O)C=C[N]([R])C=CC(=O)[O][R],[#0:1]-[#6](=[#8])-[#8]-[#6]-[#8]-[#6](=[#8])-[#6H]=[#6H]-[#7](-[#6H]=[#6H]-[#6](=[#8])-[#8]-[#0:2])-[#0:3],1
O=C(C=C[N]([R])C(=CC(=O)[O][R])[N]([R])[R])[O][R],[#6H](=[#6H]-[#6](=[#8])-[#8]-[#0:1])-[#7](-[#6](=[#6H]-[#6](=[#8])-[#8]-[#0:2])-[#7](-[#0:3])-[#0:4])-[#0:5],1
[OH][Sear]([O][R])[O][R],[#0:2]-[#8]-[Bi](-[#8H])-[#8]-[#0:1],1
O=[C]([R])S[S](=O)(=O)[R],[#8]=[#6](-[#16]-[#16](=[#8])(=[#8])-[#0:1])-[#0:2],1
C=NC=C(C(=O)O)[C](=O)[R],[#8]=[#6](-[#8])-[#6](=[#6]-[#7]=[#6H2])-[#6](-[#0:1])=[#8],1
O=C(C=COCO)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]=[#6]-[#8]-[#6H2]-[#8],1
O=C1C=CN([C](=O)[R])C[N]1[R],[#8]=[#6]1-[#7](-[#6H2]-[#7](-[#6](=[#8])-[#0:1])-[#6H]=[#6H]-1)-[#0:2],1
O=[C]([R])C(O)([O][R])[C](=O)[R],[#8]=[#6](-[#0:1])-[#6](-[#8])(-[#8]-[#0:2])-[#6](-[#0:3])=[#8],1
O=C(C1=COC=CN1[C](=O)[R])[N]([R])[R],[#8]=[#6](-[#7](-[#0:1])-[#0:3])-[#6]1=[#6H]-[#8]-[#6H]=[#6]-[#7]-1-[#6](=[#8])-[#0:2],1
O=[C]([R])C1=C(O)N=C[N]([R])[N]1[R],[#8]=[#6](-[#6]1=[#6](-[#8])-[#7]=[#6H]-[#7](-[#7]-1-[#0:3])-[#0:2])-[#0:1],1
O=[C]([R])[N]([R])CS(=O)(=O)O,[#0:1]-[#6](=[#8])-[#7](-[#6]-[#16](=[#8])(=[#8])-[#8])-[#0:2],1
O=C1C=COC1O,[#6H]1(-[#8])-[#8]-[#6H]=[#6]-[#6]-1=[#8],1
O=C1C([N]([R])[C](=O)[R])N=C([S][R])[N]1[R],[#8]=[#6](-[#0:1])-[#7](-[#6H]1-[#7]=[#6](-[#16]-[#0:2])-[#7](-[#0:3])-[#6]-1=[#8])-[#0:4],1
O=[C]1N=C([N]([R])[N]([R])[R])[S][R]1,[#0:1]1-[#16]-[#6](-[#7](-[#7](-[#0:2])-[#0:4])-[#0:3])=[#7]-[#6]-1=[#8],1
O=[S](=O)([R])N=c1nc[n]([R])[n]1[R],[#0:1]-[#7]1-[#6]=[#7]-[#6](=[#7]-[#16](=[#8])(=[#8])-[#0:2])-[#7]-1-[#0:3],1
O=C([O][R])C([S][R])[N]([R])[C](=O)[R],[#0:1]-[#8]-[#6](=[#8])-[#6H](-[#7](-[#6](-[#0:2])=[#8])-[#0:3])-[#16]-[#0:4],1
O=S1(=O)N=C([N]([R])[R])C([N]([R])[R])=N1,[#0:1]-[#7](-[#6]1=[#7]-[#16](=[#8])(=[#8])-[#7]=[#6]-1-[#7](-[#0:2])-[#0:4])-[#0:3],1
N#C[N]([R])[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7](-[#6]#[#7])-[#0:2],1
O=C(C=CC(=O)[N]([R])[N]([R])[C](=O)[R])[O][R],[#0:1]-[#8]-[#6](=[#8])/[#6]=[#6]/[#6](=[#8])-[#7](-[#0:2])-[#7](-[#6](=[#8])-[#0:3])-[#0:4],1
O=C[N](O)[R],[#0:1]-[#7](-[#8])-[#6]=[#8],1
O=[C]([R])[C]([Nar+])=C([S-])[N]([R])[C](=O)[R],[#8]=[#6](-[#7](/[#6](-[#16-])=[#6](\[#6](=[#8])-[#0:1])-[#7+])-[#0:3])-[#0:2],1
O=[C]([R])[N]([R])C=C[S](=O)(=O)[R],[#6H](=[#6]-[#7](-[#6](=[#8])-[#0:1])-[#0:3])-[#16](=[#8])(=[#8])-[#0:2],1
C=N[N]([R])C(=O)C([O][R])[O][R],[#8]=[#6](-[#7](-[#7]=[#6H])-[#0:3])-[#6](-[#8]-[#0:1])-[#8]-[#0:2],1
C=C=NC(=O)C(=O)C=C=[N][R],[#8]=[#6](-[#6]=[#6]=[#7]-[#0:1])-[#6](=[#8])-[#7]=[#6]=[#6H],1
O=C1C(=O)[N]([R])C[N]1[R],[#8]=[#6]1-[#7](-[#6H2]-[#7](-[#0:1])-[#6]-1=[#8])-[#0:2],1
O=C([O][R])C1=CSCN1[C](=O)[R],[#0:1]-[#8]-[#6](=[#8])-[#6]1=[#6H]-[#16]-[#6H2]-[#7]-1-[#6](-[#0:2])=[#8],1
O=C([S][R])[N]([R])C(=O)[N]([R])[R],[#0:2]-[#16]-[#6](=[#8])-[#7](-[#6](=[#8])-[#7](-[#0:3])-[#0:4])-[#0:1],1
C=C1SC([N]([R])[N]([R])[R])=NC1=O,[#8]=[#6]1-[#7]=[#6](-[#7](-[#0:1])-[#7](-[#0:2])-[#0:3])-[#16]-[#6]-1=[#6H],1
O=[C]([R])[N]([R])C(=O)C=[N][R],[#7](=[#6H]-[#6](=[#8])-[#7](-[#6](=[#8])-[#0:1])-[#0:3])-[#0:2],1
N#CC(=N[O][R])C(=O)[N]([R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#6](=[#8])/[#6](-[#6]#[#7])=[#7]/[#8]-[#0:2])-[#0:4])-[#0:3],1
O=C(c1c[n]([R])c(=N[S](=O)(=O)[R])s1)[N]([R])[R],[#8]=[#6](-[#7](-[#0:1])-[#0:4])-[#6]1=[#6H]-[#7](-[#0:2])-[#6](=[#7]-[#16](-[#0:3])(=[#8])=[#8])-[#16]-1,1
N#CC(=NO)C(=O)[N]([R])[R],[#7]#[#6]/[#6](=[#7]\[#8])-[#6](=[#8])-[#7](-[#0:1])-[#0:2],1
O=C(c1ccc(=N[S](=O)(=O)[R])[n]([R])c1)[N]([R])C(=[N][R])[S][R],[#8]=[#6](-[#7](-[#6](=[#7]-[#0:1])-[#16]-[#0:2])-[#0:5])-[#6]1=[#6]-[#7](-[#0:3])-[#6](=[#7]-[#16](-[#0:4])(=[#8])=[#8])-[#6]=[#6]-1,1
O=[C]([R])[N]([R])C=N[N]([R])[C](=O)[R],[#8]=[#6](-[#7](-[#6H]=[#7]-[#7](-[#6](=[#8])-[#0:1])-[#0:4])-[#0:3])-[#0:2],1
C=CC=C[N]([R])C(=O)[N]([R])[R],[#8]=[#6](-[#7](-[#6H]=[#6]-[#6]=[#6H])-[#0:2])-[#7](-[#0:1])-[#0:3],1
ON=C[O][R],[#0:1]-[#8]/[#6H]=[#7]\[#8],1
O=C([N]([R])[R])[N]([R])C[S][R],[#0:2]-[#16]-[#6]-[#7](-[#6](=[#8])-[#7](-[#0:3])-[#0:4])-[#0:1],1
C=C(C(=O)C(=O)[N]([R])[R])[N]([R])[C](=O)[R],[#8]=[#6](-[#7](-[#0:1])-[#0:3])-[#6](=[#8])-[#6](=[#6H])-[#7](-[#6](=[#8])-[#0:2])-[#0:4],1
O=C1C(N(CO)C(=O)[N]([R])CO)N(CO)C(=O)N1CO,[#8]=[#6]1-[#6](-[#7](-[#6]-[#8])-[#6](=[#8])-[#7](-[#6]-[#8])-[#0:1])-[#7](-[#6]-[#8])-[#6](=[#8])-[#7]-1-[#6]-[#8],1
O=[C]([R])[N]([R])CSC(=[N][R])[S][R],[#8]=[#6](-[#7](-[#6]-[#16]-[#6](=[#7]-[#0:1])-[#16]-[#0:2])-[#0:4])-[#0:3],1
O=[C]([R])[N]([R])N=CC(=O)[N]([R])[N]([R])[C](=O)[R],[#8]=[#6](-[#7](-[#7](-[#0:1])-[#6](-[#0:2])=[#8])-[#0:5])-[#6H]=[#7]-[#7](-[#0:3])-[#6](=[#8])-[#0:4],1
O=C(C(=C[O][R])[O][R])[N]([R])[Nar],[#8]=[#6](-[#7](-[#7])-[#0:3])-[#6](=[#6]-[#8]-[#0:1])-[#8]-[#0:2],1
O=C([N]([R])[R])[N]([R])[N]([R])C(=O)[N]([R])[R],[#8]=[#6](-[#7](-[#7](-[#6](=[#8])-[#7](-[#0:1])-[#0:5])-[#0:4])-[#0:3])-[#7](-[#0:2])-[#0:6],1
O=C([O][R])[N]([R])[N]([R])C=S,[#0:1]-[#8]-[#6](=[#8])-[#7](-[#7](-[#6H]=[#16])-[#0:3])-[#0:2],1
O=C([N]([R])[R])[N]([R])[N]([R])C(=S)[N]([R])[R],[#0:1]-[#7](-[#6](=[#16])-[#7](-[#7](-[#6](=[#8])-[#7](-[#0:2])-[#0:6])-[#0:5])-[#0:4])-[#0:3],1
O=C(C=[CH][Nar])[N]([R])[N]([R])[R],[#8]=[#6](/[#6]=[#6]\[#7])-[#7](-[#7](-[#0:1])-[#0:3])-[#0:2],1
C#CC=CC(=O)[N](O)[R],[#8]=[#6](/[#6]=[#6]/[#6]#[#6H])-[#7](-[#8])-[#0:1],1
O=[C]([R])[N]([R])OCO[N]([R])[C](=O)[R],[#8]=[#6](-[#7](-[#8]-[#6]-[#8]-[#7](-[#6](=[#8])-[#0:1])-[#0:4])-[#0:3])-[#0:2],1
O=[C]([R])[N]([R])P(=O)([N]([R])[R])[N]([R])[R],[#7](-[#15](-[#7](-[#0:4])-[#0:5])(=[#8])-[#7](-[#6](=[#8])-[#0:1])-[#0:6])(-[#0:2])-[#0:3],1
O=C(O)C=NO,[#8]=[#6](-[#8])/[#6H]=[#7]\[#8],1
C=N[N]([R])C(=O)C=CC(=O)O,[#8]=[#6](-[#8])/[#6]=[#6]\[#6](=[#8])-[#7](-[#7]=[#6H])-[#0:1],1
O=C(O)C=CO[C](=O)[R],[#8]=[#6](-[#8])/[#6]=[#6H]\[#8]-[#6](=[#8])-[#0:1],1
O=C(O)C([C](=O)[R])=C([N]([R])[R])[N]([R])[R],[#8]=[#6](-[#8])-[#6](-[#6](=[#8])-[#0:1])=[#6](-[#7](-[#0:2])-[#0:4])-[#7](-[#0:3])-[#0:5],1
O=CC(=O)O,[#8]=[#6]-[#6](=[#8])-[#8],1
O=C(O)c1c[n]([R])c(=N[S](=O)(=O)[R])s1,[#8]=[#6](-[#8])-[#6]1=[#6H]-[#7](-[#0:1])-[#6](=[#7]-[#16](-[#0:2])(=[#8])=[#8])-[#16]-1,1
O=C(O)C1=C([N]([R])[R])[O][R][C]1=O,[#8]=[#6](-[#8])-[#6]1=[#6](-[#7](-[#0:1])-[#0:3])-[#8]-[#0:2]-[#6]-1=[#8],1
O=C(O)C1=NCN=N1,[#8]=[#6](-[#8])-[#6]1=[#7]-[#6H]-[#7]=[#7]-1,1
O=[C]([R])[N]([R])c1ccccccccccccc1,[#0:1]-[#6](=[#8])-[#7](-[#6]1=[#6H]-[#6]=[#6]-[#6H]=[#6]-[#6]=[#6]-[#6H]=[#6]-[#6]=[#6H]-[#6]=[#6]-1)-[#0:2],1
O=[C]1O[B]([R])[O][R]1,[#0:1]-[#5]1-[#8]-[#6](=[#8])-[#0:2]-[#8]-1,1
O=P([O][Na])([O][Na])[N]([R])C(=[N][R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6](=[#7]-[#0:3])-[#7](-[#15](=[#8])(-[#8]-[Na])-[#8]-[Na])-[#0:4],1
O=C(C(=CO)C(=O)[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#6](=[#6H]-[#8])-[#6](-[#7](-[#0:2])-[#0:3])=[#8])-[#0:4],1
O=[C]([R])C(O)[S][R],[#0:1]-[#16]-[#6](-[#8])-[#6](=[#8])-[#0:2],1
O=[C]([R])OC=C[S][R],[#8]=[#6](-[#8]-[#6H]=[#6]-[#16]-[#0:1])-[#0:2],1
O=[C]([R])[O][Eu]([OH])([OH])([O][C](=O)[R])[O][C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[Eu](-[#8H])(-[#8H])(-[#8]-[#6](=[#8])-[#0:2])-[#8]-[#6](=[#8])-[#0:3],1
O=[C]([R])[O][Lu]([OH])([OH])([O][C](=O)[R])[O][C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[Lu](-[#8H])(-[#8H])(-[#8]-[#6](=[#8])-[#0:2])-[#8]-[#6](=[#8])-[#0:3],1
O=[C]([R])[O][Tb]([O][C](=O)[R])[O][C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[Tb](-[#8]-[#6](=[#8])-[#0:2])-[#8]-[#6](=[#8])-[#0:3],1
C=COC(=O)C=C,[#6H]=[#6H]-[#6](=[#8])-[#8]-[#6H]=[#6H],1
C=CC1=NC(=C)C(=O)O1,[#8]=[#6]1-[#8]/[#6](-[#6]=[#6H])=[#7]/[#6]-1=[#6H],1
O=C([O][R])C(C(=O)[O][R])=C1SC=CS1,[#0:1]-[#8]-[#6](=[#8])-[#6](-[#6](=[#8])-[#8]-[#0:2])=[#6]1-[#16]-[#6]=[#6]-[#16]-1,1
O=C(C=CN=C([N]([R])[R])[N]([R])[R])[O][R],[#0:1]-[#7](-[#6](=[#7]-[#6H]=[#6H]-[#6](=[#8])-[#8]-[#0:2])-[#7](-[#0:3])-[#0:4])-[#0:5],1
C=CC(=O)[S][R],[#0:1]-[#16]-[#6](=[#8])-[#6]=[#6H2],1
O=C(C=CC(=O)C(O)([O][R])C(O)O)[O][R],[#8]=[#6](-[#8]-[#0:1])-[#6H]=[#6]-[#6](=[#8])-[#6](-[#8])(-[#8]-[#0:2])-[#6H](-[#8])-[#8],1
O=C(OC=C[O][R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6](=[#8])-[#8]-[#6H]=[#6H]-[#8]-[#0:3],1
O=C([O][R])[N]([R])S[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#16]-[#7](-[#0:3])-[#6](=[#8])-[#8]-[#0:4],1
O=C([O][R])C(=O)[O][R],[#8]=[#6](-[#8]-[#0:1])-[#6](=[#8])-[#8]-[#0:2],1
O=C([O][R])C(=C[N]([R])[R])[S][R],[#6H](=[#6](-[#6](=[#8])-[#8]-[#0:1])-[#16]-[#0:2])-[#7](-[#0:3])-[#0:4],1
O=C([O][R])c1ccc(=N[S](=O)(=O)[R])[n]([R])c1,[#8]=[#6](-[#8]-[#0:1])-[#6]1=[#6]-[#7](-[#0:2])-[#6](=[#7]-[#16](-[#0:3])(=[#8])=[#8])-[#6]=[#6]-1,1
O=[C]([R])ON=C([S][R])[C](=O)[R],[#8]=[#6](-[#8]-[#7]=[#6](-[#16]-[#0:1])-[#6](-[#0:2])=[#8])-[#0:3],1
O=C(O)C(=C[S][R])N(C[S][R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](-[#6](=[#8])-[#8])=[#6H]-[#16]-[#0:2])-[#6H2]-[#16]-[#0:3],1
O=P(O)(O)[N]([R])[R],[#0:1]-[#7](-[#15](=[#8])(-[#8])-[#8])-[#0:2],1
O=C1C=COS(=O)(=O)[N]1[R],[#6H]1=[#6]-[#6](=[#8])-[#7](-[#16](=[#8])(=[#8])-[#8]-1)-[#0:1],1
C=CC=C([O][R])[C](=O)[R],[#8]=[#6](/[#6](=[#6]/[#6]=[#6H])-[#8]-[#0:1])-[#0:2],1
O=[C]([R])C(=C[N]([R])[R])[S][R],[#8]=[#6](/[#6](=[#6]/[#7](-[#0:1])-[#0:4])-[#16]-[#0:2])-[#0:3],1
C=C1N=CN(O)C1=O,[#8]=[#6]1-[#6](=[#6H])-[#7]=[#6H]-[#7]-1-[#8],1
O=C1C=C([N]([R])[R])C=CC1=N[N]([R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6]1-[#6H]=[#6]/[#6](=[#7]/[#7](-[#6](-[#7](-[#0:4])-[#0:5])=[#8])-[#0:3])-[#6](=[#8])-[#6]=1,1
C=CC(=O)C(O)=CC(=C[N]([R])[R])C(=O)[O][R],[#0:1]-[#7](/[#6]=[#6](/[#6](=[#8])-[#8]-[#0:2])-[#6H]=[#6](-[#8])-[#6](=[#8])-[#6H]=[#6H2])-[#0:3],1
C=CC(O)=C([C](=O)[R])[C](=O)[R],[#8]=[#6](-[#6](=[#6](-[#8])-[#6]=[#6H])-[#6](=[#8])-[#0:1])-[#0:2],1
O=[C]([R])C(=O)[N]([R])C[N]([R])[R],[#8]=[#6](-[#6](=[#8])-[#7](-[#6]-[#7](-[#0:1])-[#0:4])-[#0:2])-[#0:3],1
C=C1OC([N]([R])[R])=C(C(=O)[O][R])C1=O,[#0:1]-[#8]-[#6](=[#8])-[#6]1=[#6](-[#7](-[#0:2])-[#0:3])-[#8]-[#6](=[#6H])-[#6]-1=[#8],1
